post_id,username,caption,hashtags,mentions,likes,comment_count,clean_caption
3832923702983980966_8547272193,asiancricketcouncil,"𝐉𝐢𝐧𝐭𝐢𝐦𝐚𝐧𝐢 𝐊𝐚𝐥𝐢𝐭𝐚 𝐬𝐭𝐫𝐢𝐤𝐞𝐬 𝐚𝐧𝐝 𝐬𝐞𝐧𝐝𝐬 𝐭𝐡𝐞 𝐞𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞𝐝 𝐒𝐨𝐡𝐚𝐢𝐥 𝐛𝐚𝐜𝐤 🤩

India firmly in control after the first passage of play 👏

#DPWorldWomensAsiaCupRisingStars2026 #INDWvPAKW #ACC","#DPWorldWomensAsiaCupRisingStars2026, #INDWvPAKW, #ACC",,84133,0,𝐉𝐢𝐧𝐭𝐢𝐦𝐚𝐧𝐢 𝐊𝐚𝐥𝐢𝐭𝐚 𝐬𝐭𝐫𝐢𝐤𝐞𝐬 𝐚𝐧𝐝 𝐬𝐞𝐧𝐝𝐬 𝐭𝐡𝐞 𝐞𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞𝐝 𝐒𝐨𝐡𝐚𝐢𝐥 𝐛𝐚𝐜𝐤 india firmli control first passag play dpworldwomensasiacuprisingstar indwvpakw acc
3832920996760269360_8547272193,asiancricketcouncil,"Hard length does the trick for Thakor 💪

The ball nips back in and Yusra Amir has to walk back! 

#DPWorldWomensAsiaCupRisingStars2026 #INDWvPAKW #ACC","#DPWorldWomensAsiaCupRisingStars2026, #INDWvPAKW, #ACC",,255989,0,hard length trick thakor ball nip back yusra amir walk back dpworldwomensasiacuprisingstar indwvpakw acc
3832905680017750216_2091666763,indiancricketteam,"🚨 Toss 🚨

India A have been put into field first 👍

#WomensRisingStarsAsiaCup",#WomensRisingStarsAsiaCup,,117540,0,toss india put field first womensrisingstarsasiacup
3832881807449375980_2091666763,indiancricketteam,"Three formats 👌
Iconic venues 🏟️
Exciting challenge 💪

Captain Harmanpreet Kaur and #TeamIndia are Australia ready 🙌

#AUSvIND | @imharmanpreet_kaur","#TeamIndia, #AUSvIND",@imharmanpreet_kaur,71053,0,three format icon venu excit challeng captain harmanpreet kaur teamindia australia readi ausvind
3832821523598791477_2091666763,indiancricketteam,"Sri Lankan roots 🤝 Indian colours 💙

In conversation with #TeamIndia 🇮🇳 Training Assistant - Nuwan Seneviratne - ahead of a #T20WorldCup clash in Colombo! 

#MenInBlue","#TeamIndia, #T20WorldCup, #MenInBlue",,229532,0,sri lankan root indian colour convers teamindia train assist nuwan seneviratn ahead tworldcup clash colombo meninblu
3832807847944687734_2091666763,indiancricketteam,"Preps in place ✅
MATCH TIME soon in Sydney 😎

The #AUSvIND all-format series beckons 👊

#TeamIndia","#AUSvIND, #TeamIndia",,275350,0,prep place match time soon sydney ausvind allformat seri beckon teamindia
3832471915709984954_2091666763,indiancricketteam,"Prep mode 🔛

📸 𝙎𝙣𝙖𝙥𝙨𝙝𝙤𝙩𝙨 from #TeamIndia's training session in Colombo! 💪

#T20WorldCup | #MenInBlue","#TeamIndia, #T20WorldCup, #MenInBlue",,438963,0,prep mode 𝙎𝙣𝙖𝙥𝙨𝙝𝙤𝙩𝙨 teamindia train session colombo tworldcup meninblu
3832401135177813158_2091666763,indiancricketteam,"Warmed-up for the all-format series starting tomorrow ✅

Deepti Sharma sums up #TeamIndia's win against Governor General's XI in Sydney 👌👌

#AUSvIND","#TeamIndia, #AUSvIND",,126560,0,warmedup allformat seri start tomorrow deepti sharma sum teamindia win governor gener xi sydney ausvind
3832376557360575459_2091666763,indiancricketteam,"Next stop in the #T20WorldCup ⏳

📍 Colombo
💻 BCCI.tv
📱 Official BCCI App

#TeamIndia | #MenInBlue","#T20WorldCup, #TeamIndia, #MenInBlue",,244708,0,next stop tworldcup colombo bccitv offici bcci app teamindia meninblu
3832338106557860259_2091666763,indiancricketteam,"🗣️ 𝗪𝗣𝗟 𝗵𝗮𝘀 𝗽𝗹𝗮𝘆𝗲𝗱 𝗮 𝘃𝗲𝗿𝘆 𝗯𝗶𝗴 𝗿𝗼𝗹𝗲 𝗶𝗻 𝗶𝗺𝗽𝗿𝗼𝘃𝗶𝗻𝗴 𝗼𝘂𝗿 𝘄𝗼𝗺𝗲𝗻'𝘀 𝗰𝗿𝗶𝗰𝗸𝗲𝘁.

🎥 Hear from #TeamIndia Captain Harmanpreet Kaur ahead of the start of #AUSvIND T20I Series in Sydney 🙌

@imharmanpreet_kaur","#TeamIndia, #AUSvIND",@imharmanpreet_kaur,139460,0,𝗪𝗣𝗟 𝗵𝗮𝘀 𝗽𝗹𝗮𝘆𝗲𝗱 𝗮 𝘃𝗲𝗿𝘆 𝗯𝗶𝗴 𝗿𝗼𝗹𝗲 𝗶𝗻 𝗶𝗺𝗽𝗿𝗼𝘃𝗶𝗻𝗴 𝗼𝘂𝗿 𝘄𝗼𝗺𝗲𝗻𝘀 𝗰𝗿𝗶𝗰𝗸𝗲𝘁 hear teamindia captain harmanpreet kaur ahead start ausvind ti seri sydney
3832307641767674690_2091666763,indiancricketteam,"2⃣ Games. 2⃣ Wins ✅

Which performance stood out the most for you in the #INDvNAM clash? 🤔

#TeamIndia | #MenInBlue | #T20WorldCup","#INDvNAM, #TeamIndia, #MenInBlue, #T20WorldCup",,75552,0,game win perform stood indvnam clash teamindia meninblu tworldcup
3832277928277897762_2091666763,indiancricketteam,"📍 Sydney Cricket Ground 

Captain Harmanpreet Kaur is geared 🆙 for the #AUSvIND Series Opener 🤩

#TeamIndia","#AUSvIND, #TeamIndia",,337470,0,sydney cricket ground captain harmanpreet kaur gear ausvind seri open teamindia
3832219973222363457_2091666763,indiancricketteam,"New Delhi ✈️ Colombo

🎥 𝙏𝙧𝙖𝙫𝙚𝙡 𝘿𝙞𝙖𝙧𝙞𝙚𝙨 with #TeamIndia 😎

#T20WorldCup | #MenInBlue","#TeamIndia, #T20WorldCup, #MenInBlue",,252005,0,new delhi colombo 𝙏𝙧𝙖𝙫𝙚𝙡 𝘿𝙞𝙖𝙧𝙞𝙚𝙨 teamindia tworldcup meninblu
3832155605562515351_2091666763,indiancricketteam,"📍 Sydney 🌇

𝗖𝗿𝗶𝗰𝗸𝗲𝘁. 𝗖𝗼𝗳𝗳𝗲𝗲. 𝗖𝗼𝗺𝗲𝗯𝗮𝗰𝗸 ❤️

ft. Shreyanka Patil 🤗

WATCH 🎥

#TeamIndia | #AUSvIND","#TeamIndia, #AUSvIND",,203091,0,sydney 𝗖𝗿𝗶𝗰𝗸𝗲𝘁 𝗖𝗼𝗳𝗳𝗲𝗲 𝗖𝗼𝗺𝗲𝗯𝗮𝗰𝗸 ft shreyanka patil watch teamindia ausvind
3832092798762558255_2091666763,indiancricketteam,"The captain asked him to keep it simple and he took it very seriously 😁

Presenting the very simple Episode 2 of The Speech, ft. Ishan Kishan 🎙️ 

Nominations for Episode 3? 🤔

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,530049,0,captain ask keep simpl took serious present simpl episod speech ft ishan kishan nomin episod teamindia tworldcup meninblu indvnam
3831628469135164913_2091666763,indiancricketteam,"Run...Jump...Turn...𝙎𝙄𝙐𝙐𝙐𝙐! 🔥

Watch Mohd. Siraj break down Arshdeep Singh's celebration and rate him out of 1️⃣0️⃣

#TeamIndia | #MenInBlue | #T20WorldCup | #INDvNAM","#TeamIndia, #MenInBlue, #T20WorldCup, #INDvNAM",,781792,0,runjumpturn𝙎𝙄𝙐𝙐𝙐𝙐 watch mohd siraj break arshdeep singh celebr rate teamindia meninblu tworldcup indvnam
3831581687713151215_2091666763,indiancricketteam,"UAE won by 7 wickets. India A will look to bounce back in the next game!

#WomensRisingStarsAsiaCup",#WomensRisingStarsAsiaCup,,188734,0,uae wicket india look bounc back next game womensrisingstarsasiacup
3831529597377404519_2091666763,indiancricketteam,"Only 𝗴𝗼𝗼𝗱 𝘃𝗶𝗯𝗲𝘀 𝗮𝗻𝗱 𝗯𝗮𝗻𝘁𝗲𝗿 when two friends (and match-winners) get together 😀🤝

🎥 Hardik Pandya and Ishan Kishan take us through their New Delhi heroics 💪

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,1902721,0,𝗴𝗼𝗼𝗱 𝘃𝗶𝗯𝗲𝘀 𝗮𝗻𝗱 𝗯𝗮𝗻𝘁𝗲𝗿 two friend matchwinn get togeth hardik pandya ishan kishan take us new delhi heroic teamindia tworldcup meninblu indvnam
3831528382681718737_2091666763,indiancricketteam,"Innings Break!

India A have set a target of 1️⃣3️⃣1️⃣ on the back of crucial knocks from Anushka Sharma and Tanuja Kanwer 🎯 

Over to the bowlers 💪

#WomensRisingStarsAsiaCup",#WomensRisingStarsAsiaCup,,103422,0,inning break india set target back crucial knock anushka sharma tanuja kanwer bowler womensrisingstarsasiacup
3831472915930667738_2091666763,indiancricketteam,"Lights 🎬
Camera 📸
Smiles 😄

And a new “Star” 😎

Don’t miss out on this fun Media Day BTS ft. #TeamIndia 🙌

#AUSvIND","#TeamIndia, #AUSvIND",,124614,0,light camera smile new star dont miss fun media day bt ft teamindia ausvind
3831438516069128981_440115170,asianpaints,"For every cheer, every hope,
For Har Ghar that turns into a stadium
For all the colours of cricket that bring us together...
Presenting the Asian Paints Rang De India (Cricket Anthem)

​As the Official Colour Partner of India Home Cricket, Asian Paints celebrates every shade of belief and every moment of victory with the nation.​

​It's time to sing louder and colour every match in the shades of victory.​

Join us in cheering for Team India. Share the feeling.​

@sunidhichauhan5
@vishaldadlani 

(Asian Paints, Rang De India, Cricket Anthem, Official Colour Partner Of India Home Cricket, BCCI, Cricket Celebration, Anthem Song, Cricket Song)",,"@sunidhichauhan5, @vishaldadlani",98473,0,everi cheer everi hope har ghar turn stadium colour cricket bring us togeth present asian paint rang de india cricket anthem offici colour partner india home cricket asian paint celebr everi shade belief everi moment victori nation time sing louder colour everi match shade victori join us cheer team india share feel asian paint rang de india cricket anthem offici colour partner india home cricket bcci cricket celebr anthem song cricket song
3831354974803311750_2091666763,indiancricketteam,"A performance built on Belief, Hard Work, and Mental Toughness 🫡

🎥 The 𝐈𝐦𝐩𝐚𝐜𝐭 𝐏𝐥𝐚𝐲𝐞𝐫 𝐨𝐟 𝐭𝐡𝐞 𝐌𝐚𝐭𝐜𝐡 for #INDvNAM goes to... 🥁

#TeamIndia | #MenInBlue | #T20WorldCup","#INDvNAM, #TeamIndia, #MenInBlue, #T20WorldCup",,1008581,0,perform built belief hard work mental tough 𝐈𝐦𝐩𝐚𝐜𝐭 𝐏𝐥𝐚𝐲𝐞𝐫 𝐨𝐟 𝐭𝐡𝐞 𝐌𝐚𝐭𝐜𝐡 indvnam goe teamindia meninblu tworldcup
3831056236892715884_2091666763,indiancricketteam,"Caption in the image ✍️😉

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,209233,0,caption imag teamindia tworldcup meninblu indvnam
3831053544619290187_2091666763,indiancricketteam,"Fire with the bat 🔥
Clinical with the ball 👌

Hardik Pandya is the Player of the Match for his all-round brilliance 🫡

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,289618,0,fire bat clinic ball hardik pandya player match allround brillianc teamindia tworldcup meninblu indvnam
3831045903604049466_2091666763,indiancricketteam,"Biggest win margin for #TeamIndia by runs in ICC Men's #T20WorldCup 💪

The #MenInBlue beat Namibia by 9️⃣3️⃣ runs to make it 2️⃣ victories in a row!

#INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,273120,0,biggest win margin teamindia run icc men tworldcup meninblu beat namibia run make victori row indvnam
3831043935511024291_376525195,icc,"A true team effort from India to outplay Namibia in all departments 👌

#T20WorldCup broadcast details in our bio 📺",#T20WorldCup,,324434,0,true team effort india outplay namibia depart tworldcup broadcast detail bio
3831039402709942017_376525195,icc,"A beautiful yorker delivered by none other than Jasprit Bumrah! 😮‍💨

#T20WorldCup broadcast details in bio 📲",#T20WorldCup,,270374,0,beauti yorker deliv none jasprit bumrah tworldcup broadcast detail bio
3831037335513357080_2091666763,indiancricketteam,"Castled ⚡️⚡️

Jasprit Bumrah gets on the wicket-taking charts with a pinpoint yorker 🔥

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,320326,0,castl jasprit bumrah get wickettak chart pinpoint yorker teamindia tworldcup meninblu indvnam
3831026188772993985_2091666763,indiancricketteam,"Safe as houses 🏠

Jasprit Bumrah judges the skier to perfection to give Axar Patel his second breakthrough! 🤝

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,272488,0,safe hous jasprit bumrah judg skier perfect give axar patel second breakthrough teamindia tworldcup meninblu indvnam
3831022698055710973_376525195,icc,"Varun Chakaravarthy disturbs JJ Smit’s defence claiming his third scalp of the match 👌

#T20WorldCup broadcast details in bio 📲",#T20WorldCup,,174980,0,varun chakaravarthi disturb jj smit defenc claim third scalp match tworldcup broadcast detail bio
3831021210494855613_2091666763,indiancricketteam,"Spin twins doing the trick! 🪄

2⃣ wickets for Varun Chakaravarthy, 1⃣ for vice-captain Axar Patel in back-to-back overs 🔥

Namibia 5⃣ down now! 👌

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,113427,0,spin twin trick wicket varun chakaravarthi vicecaptain axar patel backtoback over namibia teamindia tworldcup meninblu indvnam
3831015035237884052_2091666763,indiancricketteam,"On target 🎯

Varun Chakaravarthy strikes straightaway ⚡️

Wicket no.2⃣ for #TeamIndia ✌️

#T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,129924,0,target varun chakaravarthi strike straightaway wicket teamindia tworldcup meninblu indvnam
3831005056476935051_2091666763,indiancricketteam,"There's the opening breakthrough ☝️

c Shivam Dube b Arshdeep Singh 👏

P.S. - Where have we seen that celebration before? 😉

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,390508,0,there open breakthrough c shivam dube b arshdeep singh ps seen celebr teamindia tworldcup meninblu indvnam
3830990078902584945_2091666763,indiancricketteam,"Longest six challenge? 🤔

Accepted ✅

Hardik Pandya 🤝 Shivam Dube 😎

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,641662,0,longest six challeng accept hardik pandya shivam dube teamindia tworldcup meninblu indvnam
3830988615618967533_2091666763,indiancricketteam,"Innings Break!

On the back of a powerful batting show, #TeamIndia set a target of 2⃣1⃣0⃣ 🎯

Over to our bowlers 👉

#T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,112245,0,inning break back power bat show teamindia set target bowler tworldcup meninblu indvnam
3830987788385415913_376525195,icc,"Hardik Pandya at his explosive best 💪

#T20WorldCup broadcast details in our bio 📺",#T20WorldCup,,413560,0,hardik pandya explos best tworldcup broadcast detail bio
3830981743688064935_2091666763,indiancricketteam,"Finishing touches, delivered 👊

Hardik Pandya with a fiery knock of 5️⃣2️⃣(28) 🔥

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,236663,0,finish touch deliv hardik pandya fieri knock teamindia tworldcup meninblu indvnam
3830976624204502784_2091666763,indiancricketteam,"5⃣0⃣ partnership 🆙 off just 23 deliveries 🎇

Pure power on display from Hardik Pandya and Shivam Dube 👊

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,101335,0,partnership deliveri pure power display hardik pandya shivam dube teamindia tworldcup meninblu indvnam
3830974300485249215_376525195,icc,"Shivam Dube dispatches a monstrous one to the stands in Delhi 🚀

#T20WorldCup broadcast details in bio 📺",#T20WorldCup,,447608,0,shivam dube dispatch monstrou one stand delhi tworldcup broadcast detail bio
3830971018173280032_2091666763,indiancricketteam,"1️⃣5️⃣0️⃣ up for #TeamIndia 💙

Hardik Pandya and Shivam Dube at the crease for the final phase 💪

#T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,155378,0,teamindia hardik pandya shivam dube creas final phase tworldcup meninblu indvnam
3830957420675921627_2091666763,indiancricketteam,"A blistering knock! 🔥

Ishan Kishan got to his half-century in style en route to 6️⃣1️⃣(24) 💪

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,178694,0,blister knock ishan kishan got halfcenturi style en rout teamindia tworldcup meninblu indvnam
3830952180296372279_376525195,icc,"Ishan Kishan went berserk with four biggies on the trot on his way to a rapid half-century 🔥

#T20WorldCup broadcast details in our bio 📺",#T20WorldCup,,231688,0,ishan kishan went berserk four biggi trot way rapid halfcenturi tworldcup broadcast detail bio
3830952304933606107_2091666763,indiancricketteam,"5⃣0⃣ up in a rollicking way 🔥

Ishan Kishan displaying power in the powerplay 💪

#TeamIndia 86/1 

#T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,313334,0,rollick way ishan kishan display power powerplay teamindia tworldcup meninblu indvnam
3830925023276211869_2091666763,indiancricketteam,"Here is a look at #TeamIndia's Playing XI for our 2⃣nd match 🙌

𝐔𝐩𝐝𝐚𝐭𝐞: Abhishek Sharma is still recovering from his illness and was unavailable for selection. The BCCI medical team is closely monitoring his progress. 

#T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,448023,0,look teamindia play xi nd match 𝐔𝐩𝐝𝐚𝐭𝐞 abhishek sharma still recov ill unavail select bcci medic team close monitor progress tworldcup meninblu indvnam
3830923938838891316_2091666763,indiancricketteam,"🚨 Toss 🚨

#TeamIndia have been put into bat.

#T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,147690,0,toss teamindia put bat tworldcup meninblu indvnam
3830904052879721371_2091666763,indiancricketteam,"All set for Match No. 2⃣ 💪

All the best #TeamIndia 🇮🇳

💻 BCCI.tv
📱 Official BCCI App

#T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,162206,0,set match best teamindia bccitv offici bcci app tworldcup meninblu indvnam
3830845377294331176_2091666763,indiancricketteam,"Matchday Ready 💪

#TeamIndia is all set and raring to go for the #INDvNAM clash in Delhi 💙

#MenInBlue | #T20WorldCup","#TeamIndia, #INDvNAM, #MenInBlue, #T20WorldCup",,188598,0,matchday readi teamindia set rare go indvnam clash delhi meninblu tworldcup
